,sentence,label
1252,itu sangat indah dan sekarang dengan izinmu aku akan kembali bekerja lagi para kiriman dari gaul,BLANK BLANK DOT BLANK COMMA BLANK COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1253,apa oh pergilah jauh jika aku tinggalkan kau sekarang aku akan terbunuh,COMMA COMMA BLANK DOT BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK
1254,pothinos telah bersumpah untuk membunuhku pothinos telah mengatakan padaku bahwa jika aku terlihat menginjakkan kaki di alexandria lagi dia akan membunuhku peta gaul,BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT BLANK DOT
1255,baiklah dia biasanya melakukan beberapa hal itu kau tahu tidakkah kau dapat melihat aku sedang sibuk,DOT BLANK BLANK BLANK BLANK BLANK COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK QUES
1256,india tentu saja tentu saja aku tahu kalau kau sedang sangat sibuk tapi aku pikir mungkin kau akan suka berbicara tentang india,DOT BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1257,apa tentang india apa itu adalah rumahnya harta karun terbesar di barat,QUES BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1258,dengan cukup emas untuk oh tapi kau begitu sangat sibuk kita akan membicarakannya besok,BLANK BLANK BLANK COMMA COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1259,jika aku masih hidup tentang india apa,BLANK BLANK BLANK DOT BLANK BLANK QUES
1260,baiklah jalan ke india terletak melalui mesir dan sang ratu mesir bersekutu dengan caesar bisaaa,COMMA BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT
1261,kenapa tidak kau katakan jalan yang benarnya lidahku disihir oleh caesar pria yang denganmu tampaknya lebih kuat dibandingkan dengan jendralnya,BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1262,mesir duduklah gadis cantik,DOT DOT BLANK DOT
1263,mempesona sekarang sekarang apa yang kau tahu mengenai india,DOT DOT COMMA BLANK BLANK BLANK BLANK BLANK QUES
1264,oh tidak banyak tapi emas itu dapat membayar pasukan caesar untuk satu abad baiklah,COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT DOT
1265,sekarang itulah hal yang untuk dibicarakan ya tapi tidak disini,BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK DOT
1266,datanglah ke ruanganku dan makan malam kita akan membuat rencana tersebut,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
1267,apakah itu rencanarencanamu untuk india atau untukku keduanya,BLANK BLANK BLANK BLANK BLANK BLANK QUES DOT
1268,tidak seharusnya seorang ratu memilih untuk seorang raja kepercayaannya kata raja tidak baik digunakan di roma caesar mengambil apa yang dia inginkan,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
1269,flavius pengawal pribadiku untuk keselamatan sang ratu aku telah berjalan menyebrangi bermilmil gurun ke lautan untuk menemukan perahu memancing yang membawaku padamu,DOT BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT
1270,tapi hanya bertemu denganmu adalah sihir caesar yang abadi cukup pidatonya,BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT BLANK DOT
1271,lidahmu tidak lagi disihir oleh caesar eh tidak,BLANK BLANK BLANK BLANK BLANK COMMA QUES DOT
1272,itulah hatiku sekarang itu aneh juga,BLANK BLANK DOT BLANK BLANK DOT
1273,aku tak pernah dicintai sebelumnya cinta jika kau akan membawa kebenaran dari mimpi kerajaan yang mengisi kepala kau yang cantik tinggalkan cintamu sendiri,BLANK BLANK BLANK BLANK DOT QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT
1274,aku tak bisa itu sudah sangat terlambat,BLANK BLANK DOT BLANK BLANK BLANK DOT
1275,sudah terlambat akankah kau akan melakukan sesuatu yang dapat membuatku merasa sangat senang aku disini untuk membuatmu sangat senang,BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK DOT
1276,kemudian mengeluarkan pothinos dari mesir membuangnya dimana,BLANK BLANK BLANK BLANK DOT QUES QUES
1277,didalam gurun dimana tempat dia menelantarkan aku tidak,BLANK COMMA BLANK BLANK BLANK BLANK DOT DOT
1278,aku datang untuk membicarakan tentang india bukan pertengkaran mesir tapi aku lah mesir,BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT BLANK BLANK BLANK DOT
1279,jika aku membuatmu begitu aku salah mari jangan berbicara sepanjang malam,BLANK BLANK BLANK DOT BLANK DOT BLANK BLANK BLANK BLANK DOT
1280,mungkin tidak perna ada apa pun untuk dibicarakan kau tidak mempercayaiku,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK QUES
1281,tidak dan jika aku mengatakan bahwa aku begitu sangat mencintaimu kau tidak akan percaya padaku,DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK QUES
1282,tidak dan jika aku mengharapkan kau akan menikahiku kau tak akan melakukannya aku akan bertanya pada istriku di roma,DOT BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK DOT
1283,jika saja kau perduli akan hal itu ceraikan dia bersamasama kita dapat menaklukkan dunia,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT BLANK BLANK BLANK BLANK DOT
1284,sebuah kebaikanmu kepadaku aku akan menjadi istri cesar dan ally,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT
1285,kau menilai dirimu terlalu tinggi anakku jadi seorang wanita tidaklah cukup kuat untuk memungkinkan menolong caesar,BLANK BLANK BLANK BLANK COMMA DOT COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1286,caesar apakah kau pernah berpikir apa hidupmu bernilai,DOT BLANK BLANK BLANK BLANK BLANK BLANK QUES
1287,baiklah itu bernilai banyak bagiku itu harus bernilai kesepakatn yang nesar untuk lainnya tambang ini,COMMA BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT
1288,dan aku hanya sang ratu mesir bagaimana caesar jika dia hidup maka akan ada kerajaan seluruh dunia jika dia hidup hidup adalah hal terindah benar kan,BLANK BLANK BLANK BLANK BLANK COMMA BLANK COMMA BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK QUES BLANK BLANK BLANK COMMA BLANK QUES
1289,aku pikir begitu tidakkah lebih baik kau meletakkan that javelin dibawah,BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1290,dan jika seorang pria bersumpah untuk membawa hidupnya dari hal lainnya kematian adalah keadilan untukknya kupikir begitu,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT BLANK DOT
1291,pothinos dia datang untuk membunuhku,DOT BLANK BLANK BLANK DOT
1292,atau kau para penumpang ke nisan,BLANK DOT BLANK BLANK BLANK DOT
1293,aku melihat sandalnya di bawah tirai dan sekarang aku layak berbicara dengan lagi,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK QUES DOT
1294,nah lebih jauh dibandingkan pothinos penjaga,COMMA BLANK BLANK BLANK DOT DOT
1295,bawa ini keluar mari jangan bicara lagi aku memetik salah satu bunga di brittain yang warnanya seperti matamu,BLANK BLANK DOT BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT
1296,ini adalah pagi pertamanya terlambat sejak hari dimana dia dilahirkan ho disana,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA DOT
1297,caesar datang baiklah baiklah ayolah ayo,BLANK DOT COMMA COMMA COMMA DOT
1298,mari kita berangkat kerja pegang surat itu untuk senator,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
1299,tapi perjanjian dengan perdana menteri kerajaan hancurkan itu,BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT
1300,bahkan aku tidak bisa mencapai perjanjian dengan mayat perdana menteri meninggal,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
1301,kemudian kami sepakat dengan sang raja sang ratu cleopatra adalah penguasa tunggal mesir,BLANK BLANK BLANK BLANK BLANK QUES BLANK DOT BLANK BLANK BLANK BLANK DOT
1302,dan aku menemukan yang bisa membuatku berada disini lebih lama dari yang aku kira tapi dapur kapal caesar diperintahkan untuk berlayar,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK COMMA COMMA BLANK BLANK DOT
1303,ketika aku berkata begitu sebuah surat untuk marc antony roma,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK COMMA DOT
1304,disini kau bersamaku tak ada orang yang pernah mendengar darinya kecuali marc antony,COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
1305,dia mendapatkan sebuah surat setiap minggu atau tidak apakah benar bahwa cesar sedang benarbenar dalam sebuah percintaan,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1306,anak kecil anak kecil tapi dia tidak akan kembali ke roma benar kan baiklah dia melupakan pesta terindah hari ini,BLANK COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK QUES COMMA BLANK BLANK BLANK BLANK BLANK DOT
1307,dia tidak akan melewatkan banyak hari lainnya sang ratu mesir memberikan pestapesta juga maksudmu cleopatra,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT BLANK QUES
1308,whoa apa pernahkah kau mendengar cleopatra,DOT QUES BLANK BLANK BLANK QUES
1309,tentu saja segala macam hal apakah dia hitam,BLANK DOT BLANK BLANK DOT BLANK BLANK QUES
1310,calpurnia gadisku seberapa cantiknya kau,DOT DOT BLANK BLANK DOT
1311,adakah sesuatu hal yang dapat kuberikan padamu ya sedikit keberuntungan,BLANK BLANK BLANK BLANK BLANK BLANK QUES COMMA BLANK DOT
1312,pesta terindah dari yang pernah kau berikan calpurnia terima kasih flora,BLANK BLANK BLANK BLANK BLANK BLANK COMMA DOT BLANK COMMA DOT
1313,sungguh indah istrinya selalu menjadi yang terakhir untuk mengetahuinya,BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT
1314,jadi suaminya ketika itu datang untuk memberitahunya mereka bilang dia sedang merencanakan untuk menggerakkan the capital ke mesir,BLANK COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1315,kami telah membicarakan permainannya pernahkah kau melihat sirkus yang baru calpurnia aku sudah tak bermain sejak caesar pergi,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK COMMA QUES BLANK BLANK BLANK BLANK BLANK BLANK DOT
1316,kau seharusnya lebih menikmati hidupmu calpurnia meskipun istri caesar seharusnya bermain kenapa tidak,BLANK BLANK BLANK BLANK COMMA DOT BLANK BLANK BLANK BLANK DOT BLANK QUES
1317,dia dicurigai kami menunggu dua jam untukmu kemarin apa yang membuat kau,BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK QUES
1318,oh aku minta maaf aku akan menjelaskannya nanti ketika caesar datang kembali,COMMA BLANK BLANK DOT BLANK BLANK BLANK DOT BLANK BLANK BLANK QUES
1319,pernahkah tullius aku turut prihatin mendengar tentang peristiwa saudaramu,QUES COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT
1320,aku akan meminta pengampunan untuknya ketika caesar kembali aku berharap dia memberikan itu,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
1321,jika caesar kembali jika caesar kembali,BLANK BLANK DOT BLANK BLANK DOT
1322,itu adalah rumor yang telah hilang di roma itu telah diketahui berharihari,BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1323,jika apa yang kau katakan adalah sebuah kebenaran cassius kita berada di situasi putus asa tapi aku tidak dapat mempercayai itu,BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA COMMA BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
1324,itulah kebenarannya brutus aku mendengarnya dari telingaku sendiri,BLANK COMMA DOT BLANK BLANK BLANK BLANK DOT
1325,diam casca biarkan brutus bicara,COMMA DOT BLANK BLANK DOT
1326,orangorang mencintaimu brutus mereka mencintai caesar tapi dia akan menjadikan dirinya raja,BLANK COMMA DOT BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK DOT
1327,dan kemudian dimana kita jika aku memperkirakan itu dia berencana untuk menceraikan calpurnia dan menikahi seorang ratu,BLANK COMMA BLANK QUES BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1328,ratu cleopatra dan menyebut dirinya sendiri sebagai raja dari roma,BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1329,raja kita semua kerajaan seluruh dunia,BLANK BLANK DOT BLANK BLANK DOT
1330,mengapa aku tidak dilahirkan terbebas sebagai caesar dan kau,BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK QUES
1331,dan kau caesar,BLANK QUES DOT
1332,dia dimanamana roma adalah sebuah republik,BLANK DOT BLANK BLANK BLANK DOT
1333,ia ingin tidak ada mahkota itu tidak akan dimiliki raja,BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
1334,octavia hello sayang,DOT COMMA DOT
1335,hello sayang hello octavian,COMMA DOT COMMA DOT
1336,oh itu adalah pesta yang menyenangkan duduklah bersama kami sebentar,COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1337,dimana antony apakah beberapa isteri pernah tahu dimana suami mereka berada,BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1338,calpurnia tahu dimana suaminya berada duduklah sebentar saja,BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
1339,kau terlihat letih sebentar saja,BLANK BLANK DOT BLANK DOT
1340,tidak ada semua berita dari caesar eh aku tidak mengharapkan apapun dia begitu sangat sibuk octavian,BLANK BLANK BLANK BLANK BLANK COMMA QUES BLANK BLANK BLANK DOT BLANK BLANK BLANK COMMA DOT
1341,baiklah dia tidak seharusnya jadi begitu sibuk menulis untukku dia menulis untuk marc antony kenapa antony dan tidak aku,COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK QUES
1342,kenapa katakan padaku kenapa tidakkah kau pikir dia tahu orang terakhir kau tulis untuk orang yang berhubungan denganmu,QUES BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1343,tapi aku lebih dari sekedar keponakan caesar aku adalah pewarisnya kau adalah saudaraku marc adalah suamiku,BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK DOT BLANK BLANK COMMA BLANK BLANK DOT
1344,aku tahu kalian berdua sangat baik dan jika aku caesar aku akan tentu menulis untuk marc antony ho disana,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA DOT
1345,marc antony datang oh marc antony disini,BLANK BLANK DOT COMMA BLANK BLANK DOT
1346,tunggu tunggu tunggu aku punya berita berita,COMMA COMMA DOT BLANK BLANK DOT QUES
1347,surat lainnya dari caesar lebih dari sekedar surat caesar sedang memasuki roma,BLANK BLANK BLANK QUES BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1348,caesar sedang memasuki roma marc antony kumohon aku harus bertemu kau untuk satu hari,BLANK BLANK BLANK DOT BLANK COMMA DOT BLANK BLANK BLANK BLANK BLANK BLANK DOT
1349,tidak tidak jangan sekarang aku datang untuk mendapatkan calpurnia budak,COMMA COMMA BLANK DOT BLANK BLANK BLANK BLANK DOT DOT
1350,bawa mereka apa kalian semua dengar nah baiklah dan siapa pembantu cantik ini,BLANK DOT BLANK BLANK BLANK QUES COMMA COMMA BLANK BLANK BLANK BLANK QUES
1351,hello sayang hello sayang,COMMA DOT COMMA QUES
1352,kau pikir dia pernah bertemuku sebelumnya atau apakah ketenaranku yang dia cari oh dia tidak pernah tidur,BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK QUES COMMA BLANK BLANK BLANK DOT
1353,dia selalu berbicara seperti ini ketia dia tidak tidur aku tidur di atas isteriku tercinta,BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA DOT BLANK BLANK BLANK COMMA BLANK DOT
1354,aku senang kau berada di atas sesuatu ah dalam suasana hati yang biasa,BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA BLANK BLANK BLANK BLANK DOT
1355,tapi ayolah kita harus bergegas kau siap calpurnia aku tidak pergi,COMMA DOT BLANK BLANK DOT BLANK COMMA QUES BLANK BLANK DOT
1356,maaf aku seharusnya menunggu suamiku disini ada apa tidak ada apapun,QUES BLANK BLANK BLANK BLANK DOT BLANK QUES BLANK BLANK DOT
1357,oh ya ada ada banyak masalah dan aku tidak terburuburu untuk melihat kemenangan caesar masuk ke roma,COMMA COMMA DOT BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1358,kenapa apa yang terjadi denganmu apakah kau akan membawa kami semua untuk dibodohi tidakkah kau pikir kami tahu apa yang caesar rencanakan,COMMA BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1359,dan apa yang akan caesar rencanakan baiklah pergi dan dengarkan dia di senator besok dan kau akan belajar apa rencana yang akan dia lakukan kami tak begitu,BLANK BLANK BLANK BLANK BLANK QUES COMMA BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT
1360,itu bukan musik untuk telinga kami untuk mendengar dia mengubur kami dia minum dengan orang mesir dan dia mengubur kami antony,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK DOT DOT
1361,antony tidak octavian tidak antony,DOT DOT COMMA DOT DOT
1362,aku tahu ada dia,BLANK DOT BLANK DOT
1363,ada dia caesar salam salam caesar,BLANK DOT DOT DOT COMMA DOT
1364,aku pikir dia memberikan uang pakaiannya adalah emas semua,BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1365,dia sungguh begitu cantik dalam bentuk sphinx,BLANK BLANK BLANK DOT BLANK BLANK DOT
1366,tapi dia cantik ya oh aku tak tahu,BLANK BLANK DOT DOT COMMA BLANK BLANK DOT
1367,oh tapi lihatlah di semua kereta caesar,COMMA BLANK BLANK BLANK BLANK DOT DOT
1368,waspadalah dengan ideide maretnya satu tanggal yang sama baiknya seperti yang lain untuk pemakaman waspadalah,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT DOT
1369,kau mungkin pergi sekarang kami tidak butuh apaapa lagi,BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK DOT
1370,baiklah brutus apa aku benar tentang hatihatilah haruskah kita membisikkan apa semua di roma geram,COMMA COMMA BLANK BLANK BLANK COMMA DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK QUES
1371,ya aku percaya sekarang aku tahu dia menceraikan calpurnia untuk menikahinya itu mungkin jadi hubungan cinta pribadinya tapi besok dia akan memaksa senator untuk mendeklarasikan dia sebagai raja dan kerajaannya,COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1372,dan mempersembahkan cleopatra ke mereka sebagai ratu,BLANK BLANK BLANK BLANK BLANK COMMA DOT
1373,ratu kita brutus ratu kita tidak roma tidak dapat diubah menjadi orientasi yang lain dengan singgasana emas untuk raja dan ratu,BLANK COMMA DOT BLANK DOT COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT
1374,tapi aku kira dia akan mempengaruhi senator karena ia selalu melakukannya oh tidak dia tak menginginkannya,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT COMMA COMMA BLANK BLANK DOT
1375,kita akan menyambut caesar sebelum ia menyapa senat dan setetes darah kecil akan tumpah untuk roma jadi hari ini kau pergi sebelum senator ke,BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1376,baiklah semua hal yang dapat kukatakan adalah aku pikir itu adalah kesalahan pertamamu semua hal yang bisa kukatakan aku tidak peduli apa yang kau pikirkan,COMMA BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT
1377,kau selalu peduli apa yang aku pikirkan kau selalu setuju ah,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT DOT
1378,aku tak membenci wanita untuk hal apapun enobarbus bicara dan mengatakan dengan baik,BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK DOT BLANK BLANK BLANK DOT
1379,apa ini antony membenci wanita juga,BLANK QUES BLANK BLANK BLANK QUES
1380,keluar dari tempat mereka aku lakukan mereka sudah tidak ada tempat di antara lakilaki mereka tidak dapat berpikir dan mereka tidak dapat bertarung mereka hanya mempermainkan kami,BLANK BLANK BLANK COMMA BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT
1381,hampir semua dari mereka bahkan semua dari mereka seorang wanitanya wanita,BLANK BLANK BLANK DOT BLANK BLANK BLANK DOT BLANK BLANK DOT
1382,kami bebas berbicara kepada kalian karena kami adalah temanteman kalian aku tahu itu kau bilang inti dari semua ide ini adalah untuk menikahi cleopatra adalah untuk mendapatkan india dan kemudian dunia bukankah itu terdengar seperti kau,BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK DOT BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK BLANK COMMA BLANK BLANK BLANK BLANK BLANK BLANK DOT BLANK BLANK BLANK BLANK QUES
1383,kapan kau pernah meminta seseorang untuk menolong apapaun yang kau inginkan kau ambil,BLANK BLANK BLANK BLANK BLANK BLANK QUES BLANK BLANK BLANK COMMA BLANK DOT
